,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
